user_id,churn_probability,risk_segment,session_count,last_login_days,monthly_spend,features_used,payment_failures,plan_type,actual_churn,recommended_action,priority
2499,0.06377409,Healthy,31,3,299,4,0,Basic,0,Monitor engagement,P4 - Monitor
920,0.063681185,Healthy,35,6,299,8,0,Basic,0,Monitor engagement,P4 - Monitor
577,0.06355552,Healthy,32,2,0,1,0,Free,0,Monitor engagement,P4 - Monitor
1619,0.06324754,Healthy,37,3,299,7,0,Basic,0,Monitor engagement,P4 - Monitor
4332,0.063232064,Healthy,27,5,0,7,0,Free,0,Monitor engagement,P4 - Monitor
557,0.06288349,Healthy,24,5,299,4,1,Basic,0,Monitor engagement,P4 - Monitor
57,0.06267038,Healthy,28,7,299,5,0,Basic,0,Monitor engagement,P4 - Monitor
2821,0.06233119,Healthy,32,3,299,5,0,Basic,1,Monitor engagement,P4 - Monitor
2755,0.06223214,Healthy,34,3,0,8,0,Free,0,Monitor engagement,P4 - Monitor
4268,0.06209237,Healthy,28,6,0,3,1,Free,0,Monitor engagement,P4 - Monitor
4707,0.062070232,Healthy,38,0,0,6,0,Free,0,Monitor engagement,P4 - Monitor
4769,0.061550744,Healthy,36,1,499,5,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3780,0.061387338,Healthy,23,6,0,5,0,Free,0,Monitor engagement,P4 - Monitor
1001,0.061370276,Healthy,24,6,0,4,0,Free,0,Monitor engagement,P4 - Monitor
3001,0.061063867,Healthy,24,7,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
4921,0.060668714,Healthy,21,3,299,4,2,Basic,0,Monitor engagement,P4 - Monitor
905,0.060563404,Healthy,24,6,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
817,0.06052584,Healthy,27,6,0,3,0,Free,0,Monitor engagement,P4 - Monitor
3805,0.06004554,Healthy,24,6,299,5,0,Basic,0,Monitor engagement,P4 - Monitor
1969,0.059983443,Healthy,25,7,0,1,0,Free,0,Monitor engagement,P4 - Monitor
945,0.059408583,Healthy,25,4,0,6,0,Free,0,Monitor engagement,P4 - Monitor
4459,0.05935414,Healthy,21,0,0,2,0,Free,0,Monitor engagement,P4 - Monitor
4516,0.058535222,Healthy,26,7,0,3,0,Free,0,Monitor engagement,P4 - Monitor
1582,0.058512248,Healthy,24,6,0,2,1,Free,0,Monitor engagement,P4 - Monitor
1082,0.058389634,Healthy,31,5,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
4076,0.058389634,Healthy,31,5,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
4154,0.057886507,Healthy,39,4,0,4,0,Free,0,Monitor engagement,P4 - Monitor
4401,0.05784375,Healthy,30,5,299,5,0,Basic,0,Monitor engagement,P4 - Monitor
714,0.057646163,Healthy,30,2,299,4,0,Basic,0,Monitor engagement,P4 - Monitor
2066,0.05742988,Healthy,36,0,0,3,0,Free,0,Monitor engagement,P4 - Monitor
3815,0.057223912,Healthy,35,5,499,8,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4295,0.057008367,Healthy,32,1,0,2,0,Free,1,Monitor engagement,P4 - Monitor
550,0.056789987,Healthy,25,3,0,3,0,Free,0,Monitor engagement,P4 - Monitor
2301,0.05675497,Healthy,24,3,0,3,0,Free,0,Monitor engagement,P4 - Monitor
4539,0.05641654,Healthy,32,7,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
3300,0.056343544,Healthy,38,0,0,3,1,Free,0,Monitor engagement,P4 - Monitor
2332,0.056219496,Healthy,27,4,299,6,1,Basic,0,Monitor engagement,P4 - Monitor
1600,0.056131713,Healthy,24,7,299,4,0,Basic,0,Monitor engagement,P4 - Monitor
190,0.055625573,Healthy,38,3,0,5,0,Free,0,Monitor engagement,P4 - Monitor
2087,0.05552643,Healthy,31,4,299,4,0,Basic,0,Monitor engagement,P4 - Monitor
3309,0.05535103,Healthy,40,5,0,5,1,Free,0,Monitor engagement,P4 - Monitor
4760,0.055111,Healthy,24,5,299,5,0,Basic,0,Monitor engagement,P4 - Monitor
3294,0.054856427,Healthy,40,2,0,1,0,Free,0,Monitor engagement,P4 - Monitor
3349,0.05450543,Healthy,33,7,0,1,0,Free,0,Monitor engagement,P4 - Monitor
4901,0.054445606,Healthy,25,0,299,8,0,Basic,0,Monitor engagement,P4 - Monitor
1416,0.054312684,Healthy,30,6,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
676,0.054113377,Healthy,28,7,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
3197,0.05408991,Healthy,32,7,299,6,0,Basic,0,Monitor engagement,P4 - Monitor
650,0.05396323,Healthy,34,0,0,5,0,Free,0,Monitor engagement,P4 - Monitor
3102,0.05357535,Healthy,31,4,299,1,1,Basic,0,Monitor engagement,P4 - Monitor
3746,0.053446557,Healthy,31,1,299,1,1,Basic,0,Monitor engagement,P4 - Monitor
1161,0.05334505,Healthy,21,1,0,6,0,Free,0,Monitor engagement,P4 - Monitor
3735,0.05280936,Healthy,40,2,0,3,0,Free,0,Monitor engagement,P4 - Monitor
688,0.052456234,Healthy,33,3,0,4,0,Free,0,Monitor engagement,P4 - Monitor
934,0.05212925,Healthy,24,3,0,1,0,Free,0,Monitor engagement,P4 - Monitor
3819,0.051866464,Healthy,30,6,0,3,1,Free,0,Monitor engagement,P4 - Monitor
4217,0.051855557,Healthy,36,4,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
4634,0.05164116,Healthy,24,5,299,7,0,Basic,0,Monitor engagement,P4 - Monitor
1723,0.051622584,Healthy,33,0,499,7,3,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3414,0.05160581,Healthy,33,6,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
980,0.051450115,Healthy,25,5,0,2,1,Free,1,Monitor engagement,P4 - Monitor
2198,0.051121455,Healthy,28,5,0,4,1,Free,0,Monitor engagement,P4 - Monitor
3543,0.051112805,Healthy,21,7,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
382,0.05109046,Healthy,31,6,299,2,1,Basic,0,Monitor engagement,P4 - Monitor
2425,0.051086344,Healthy,30,6,299,4,1,Basic,0,Monitor engagement,P4 - Monitor
3069,0.0504872,Healthy,27,2,0,3,0,Free,0,Monitor engagement,P4 - Monitor
1027,0.050474744,Healthy,23,7,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1042,0.050442215,Healthy,38,7,499,2,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1735,0.050413772,Healthy,39,6,0,4,0,Free,0,Monitor engagement,P4 - Monitor
1809,0.050259765,Healthy,27,5,299,7,0,Basic,0,Monitor engagement,P4 - Monitor
86,0.050232597,Healthy,26,6,0,1,0,Free,0,Monitor engagement,P4 - Monitor
2919,0.05020569,Healthy,25,5,299,4,0,Basic,0,Monitor engagement,P4 - Monitor
2531,0.050102293,Healthy,24,3,299,7,0,Basic,0,Monitor engagement,P4 - Monitor
4846,0.049880818,Healthy,36,6,499,2,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4549,0.049846273,Healthy,33,7,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
1508,0.04974867,Healthy,19,7,0,2,3,Free,1,Monitor engagement,P4 - Monitor
4700,0.049711954,Healthy,32,6,299,8,0,Basic,0,Monitor engagement,P4 - Monitor
3485,0.049703628,Healthy,25,5,0,1,0,Free,0,Monitor engagement,P4 - Monitor
1064,0.049665455,Healthy,35,2,299,8,1,Basic,0,Monitor engagement,P4 - Monitor
744,0.049462426,Healthy,21,5,0,4,1,Free,0,Monitor engagement,P4 - Monitor
2388,0.049412902,Healthy,26,7,0,2,1,Free,0,Monitor engagement,P4 - Monitor
2798,0.04921342,Healthy,36,0,0,2,1,Free,0,Monitor engagement,P4 - Monitor
661,0.04900617,Healthy,35,0,0,5,0,Free,0,Monitor engagement,P4 - Monitor
2894,0.04897329,Healthy,33,2,499,5,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4095,0.048954416,Healthy,31,4,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
793,0.048954416,Healthy,31,4,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3535,0.04893728,Healthy,20,3,499,3,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1994,0.048867386,Healthy,27,4,0,6,0,Free,0,Monitor engagement,P4 - Monitor
2733,0.04856839,Healthy,21,3,299,2,2,Basic,0,Monitor engagement,P4 - Monitor
1235,0.04848378,Healthy,26,2,0,3,0,Free,0,Monitor engagement,P4 - Monitor
3200,0.048445772,Healthy,24,4,0,1,1,Free,0,Monitor engagement,P4 - Monitor
2643,0.048413437,Healthy,30,1,499,7,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3529,0.048233803,Healthy,30,5,0,4,1,Free,1,Monitor engagement,P4 - Monitor
2205,0.04815573,Healthy,20,4,499,3,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1839,0.04783806,Healthy,37,7,0,4,2,Free,0,Monitor engagement,P4 - Monitor
293,0.047382925,Healthy,40,0,299,7,0,Basic,0,Monitor engagement,P4 - Monitor
1433,0.047267515,Healthy,32,0,299,1,1,Basic,1,Monitor engagement,P4 - Monitor
2805,0.047186255,Healthy,30,6,0,3,0,Free,0,Monitor engagement,P4 - Monitor
1882,0.04711281,Healthy,33,6,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
4102,0.046589386,Healthy,38,0,0,4,0,Free,0,Monitor engagement,P4 - Monitor
4703,0.046588305,Healthy,26,4,0,4,1,Free,0,Monitor engagement,P4 - Monitor
2638,0.046317875,Healthy,33,2,0,1,0,Free,0,Monitor engagement,P4 - Monitor
2816,0.04603564,Healthy,32,0,0,1,0,Free,1,Monitor engagement,P4 - Monitor
2170,0.045865804,Healthy,31,1,299,2,0,Basic,1,Monitor engagement,P4 - Monitor
4712,0.045865804,Healthy,31,1,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
3575,0.045793947,Healthy,35,6,499,4,2,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3672,0.045766536,Healthy,21,7,0,4,1,Free,0,Monitor engagement,P4 - Monitor
3471,0.045764726,Healthy,24,6,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
135,0.04574451,Healthy,25,4,499,7,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
168,0.045486674,Healthy,30,1,299,8,0,Basic,0,Monitor engagement,P4 - Monitor
1395,0.04541858,Healthy,26,7,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
3090,0.045131,Healthy,32,4,299,8,0,Basic,0,Monitor engagement,P4 - Monitor
1369,0.04508116,Healthy,24,6,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
4165,0.045014404,Healthy,40,4,0,7,1,Free,0,Monitor engagement,P4 - Monitor
4358,0.044855237,Healthy,37,6,0,8,0,Free,0,Monitor engagement,P4 - Monitor
220,0.04478274,Healthy,28,3,499,8,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1597,0.044728175,Healthy,27,1,0,3,0,Free,0,Monitor engagement,P4 - Monitor
1922,0.04471634,Healthy,29,1,0,4,0,Free,1,Monitor engagement,P4 - Monitor
338,0.04467657,Healthy,21,2,0,3,0,Free,0,Monitor engagement,P4 - Monitor
732,0.04467207,Healthy,27,3,0,3,0,Free,0,Monitor engagement,P4 - Monitor
4829,0.04467207,Healthy,27,3,0,3,0,Free,0,Monitor engagement,P4 - Monitor
756,0.04441672,Healthy,39,5,299,8,0,Basic,0,Monitor engagement,P4 - Monitor
1836,0.044001658,Healthy,26,3,0,3,0,Free,0,Monitor engagement,P4 - Monitor
2917,0.04394152,Healthy,37,2,0,3,0,Free,0,Monitor engagement,P4 - Monitor
4959,0.04394152,Healthy,37,2,0,3,0,Free,0,Monitor engagement,P4 - Monitor
3957,0.04375903,Healthy,25,2,299,6,0,Basic,0,Monitor engagement,P4 - Monitor
211,0.043567944,Healthy,38,1,299,8,0,Basic,0,Monitor engagement,P4 - Monitor
4596,0.043328695,Healthy,37,2,299,6,0,Basic,0,Monitor engagement,P4 - Monitor
4524,0.04326012,Healthy,24,3,0,2,0,Free,0,Monitor engagement,P4 - Monitor
3883,0.043251783,Healthy,26,5,0,1,1,Free,0,Monitor engagement,P4 - Monitor
2311,0.043235585,Healthy,26,5,299,4,0,Basic,0,Monitor engagement,P4 - Monitor
3506,0.043217745,Healthy,33,3,0,1,0,Free,0,Monitor engagement,P4 - Monitor
4304,0.04297958,Healthy,30,7,0,1,0,Free,0,Monitor engagement,P4 - Monitor
3551,0.042963233,Healthy,27,5,0,1,1,Free,0,Monitor engagement,P4 - Monitor
2155,0.04295851,Healthy,26,0,0,6,0,Free,0,Monitor engagement,P4 - Monitor
3568,0.042734794,Healthy,21,6,0,4,0,Free,0,Monitor engagement,P4 - Monitor
4821,0.04268371,Healthy,27,7,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
3437,0.042428195,Healthy,25,4,0,3,0,Free,0,Monitor engagement,P4 - Monitor
3911,0.04231257,Healthy,25,4,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
1594,0.041904863,Healthy,22,7,299,7,0,Basic,0,Monitor engagement,P4 - Monitor
957,0.041621014,Healthy,32,4,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
4621,0.04161367,Healthy,21,2,299,5,0,Basic,0,Monitor engagement,P4 - Monitor
2554,0.041575957,Healthy,28,7,0,1,0,Free,0,Monitor engagement,P4 - Monitor
1280,0.04153692,Healthy,40,0,499,8,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4966,0.041510634,Healthy,33,2,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
3248,0.041498978,Healthy,37,3,299,4,0,Basic,0,Monitor engagement,P4 - Monitor
2925,0.041350983,Healthy,37,1,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
838,0.041237153,Healthy,29,1,0,3,0,Free,0,Monitor engagement,P4 - Monitor
1022,0.04122545,Healthy,23,3,0,1,2,Free,1,Monitor engagement,P4 - Monitor
2524,0.041201018,Healthy,31,2,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1454,0.040718555,Healthy,38,5,0,1,0,Free,0,Monitor engagement,P4 - Monitor
3676,0.040366508,Healthy,23,0,0,2,0,Free,0,Monitor engagement,P4 - Monitor
1825,0.040366508,Healthy,23,0,0,2,0,Free,0,Monitor engagement,P4 - Monitor
4330,0.040366508,Healthy,23,0,0,2,0,Free,0,Monitor engagement,P4 - Monitor
217,0.040350202,Healthy,26,3,299,6,0,Basic,0,Monitor engagement,P4 - Monitor
4610,0.040306002,Healthy,28,2,499,1,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3802,0.040191084,Healthy,39,3,299,8,0,Basic,0,Monitor engagement,P4 - Monitor
4980,0.040156856,Healthy,23,6,0,6,0,Free,0,Monitor engagement,P4 - Monitor
2693,0.03987068,Healthy,28,5,0,4,0,Free,0,Monitor engagement,P4 - Monitor
234,0.03972707,Healthy,38,4,499,3,2,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
501,0.039679363,Healthy,33,6,299,5,0,Basic,1,Monitor engagement,P4 - Monitor
4693,0.039368186,Healthy,27,2,299,4,0,Basic,0,Monitor engagement,P4 - Monitor
3424,0.039257143,Healthy,32,4,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4587,0.039252862,Healthy,24,4,0,1,0,Free,0,Monitor engagement,P4 - Monitor
2229,0.03897616,Healthy,29,3,0,3,0,Free,0,Monitor engagement,P4 - Monitor
772,0.03869429,Healthy,32,7,0,2,0,Free,0,Monitor engagement,P4 - Monitor
1685,0.038658615,Healthy,31,3,499,2,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4676,0.03853227,Healthy,27,4,499,6,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3240,0.03789301,Healthy,21,3,299,6,0,Basic,1,Monitor engagement,P4 - Monitor
1450,0.03747883,Healthy,34,5,0,5,1,Free,0,Monitor engagement,P4 - Monitor
4779,0.037454184,Healthy,32,3,0,2,0,Free,0,Monitor engagement,P4 - Monitor
4481,0.03743601,Healthy,32,4,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
2232,0.037416123,Healthy,37,3,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
232,0.037116773,Healthy,33,6,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
3343,0.036995806,Healthy,28,5,0,3,0,Free,0,Monitor engagement,P4 - Monitor
489,0.03675292,Healthy,23,0,299,4,0,Basic,0,Monitor engagement,P4 - Monitor
1601,0.036583774,Healthy,33,6,299,6,1,Basic,0,Monitor engagement,P4 - Monitor
2224,0.036494028,Healthy,33,4,0,1,0,Free,0,Monitor engagement,P4 - Monitor
2527,0.03631961,Healthy,24,4,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2768,0.03631961,Healthy,24,4,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
431,0.036151987,Healthy,23,6,0,4,0,Free,0,Monitor engagement,P4 - Monitor
3684,0.03583139,Healthy,27,6,0,2,0,Free,0,Monitor engagement,P4 - Monitor
1410,0.035827775,Healthy,21,2,0,2,0,Free,0,Monitor engagement,P4 - Monitor
2328,0.035827775,Healthy,21,2,0,2,0,Free,0,Monitor engagement,P4 - Monitor
3354,0.03576027,Healthy,27,5,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
3180,0.035657432,Healthy,38,7,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
189,0.035629775,Healthy,28,4,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
2617,0.035629775,Healthy,28,4,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
4592,0.035536937,Healthy,23,3,499,1,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4036,0.035342608,Healthy,26,0,499,2,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3864,0.03533034,Healthy,33,0,499,4,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
862,0.035325218,Healthy,32,1,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
669,0.035309758,Healthy,38,3,0,1,1,Free,0,Monitor engagement,P4 - Monitor
1025,0.03451666,Healthy,22,6,499,6,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4364,0.034282595,Healthy,39,7,0,2,0,Free,0,Monitor engagement,P4 - Monitor
2848,0.034214273,Healthy,39,4,299,4,1,Basic,0,Monitor engagement,P4 - Monitor
736,0.034134053,Healthy,21,7,299,2,0,Basic,1,Monitor engagement,P4 - Monitor
2011,0.03410897,Healthy,27,4,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1374,0.03390869,Healthy,31,0,0,1,0,Free,0,Monitor engagement,P4 - Monitor
1490,0.0337067,Healthy,36,7,499,2,0,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
3226,0.032941867,Healthy,22,4,0,6,1,Free,0,Monitor engagement,P4 - Monitor
602,0.03262577,Healthy,30,3,0,1,0,Free,0,Monitor engagement,P4 - Monitor
3678,0.032490153,Healthy,35,4,0,5,0,Free,0,Monitor engagement,P4 - Monitor
4862,0.03233876,Healthy,30,5,299,2,1,Basic,0,Monitor engagement,P4 - Monitor
639,0.03233205,Healthy,22,0,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
1063,0.032302197,Healthy,36,6,0,3,0,Free,0,Monitor engagement,P4 - Monitor
1494,0.03222206,Healthy,22,6,0,1,0,Free,0,Monitor engagement,P4 - Monitor
1545,0.032216586,Healthy,22,5,299,5,0,Basic,0,Monitor engagement,P4 - Monitor
1385,0.032002263,Healthy,39,5,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
2692,0.03189787,Healthy,40,6,299,8,0,Basic,0,Monitor engagement,P4 - Monitor
3770,0.031819902,Healthy,35,1,0,4,0,Free,0,Monitor engagement,P4 - Monitor
239,0.03159589,Healthy,26,3,0,1,0,Free,0,Monitor engagement,P4 - Monitor
142,0.03159589,Healthy,26,3,0,1,0,Free,0,Monitor engagement,P4 - Monitor
4194,0.03147995,Healthy,25,4,0,2,0,Free,0,Monitor engagement,P4 - Monitor
4503,0.0314217,Healthy,28,3,299,1,1,Basic,0,Monitor engagement,P4 - Monitor
1313,0.031386938,Healthy,26,1,299,8,1,Basic,0,Monitor engagement,P4 - Monitor
4690,0.03138185,Healthy,27,0,0,4,0,Free,0,Monitor engagement,P4 - Monitor
4620,0.031146709,Healthy,30,2,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4211,0.030978372,Healthy,21,7,299,2,3,Basic,0,Monitor engagement,P4 - Monitor
788,0.030921726,Healthy,30,4,299,1,0,Basic,1,Monitor engagement,P4 - Monitor
927,0.030870652,Healthy,27,3,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4879,0.03069568,Healthy,38,6,0,1,0,Free,0,Monitor engagement,P4 - Monitor
4581,0.030600065,Healthy,28,4,0,3,0,Free,1,Monitor engagement,P4 - Monitor
1294,0.030600065,Healthy,28,4,0,3,0,Free,0,Monitor engagement,P4 - Monitor
4109,0.030450422,Healthy,22,2,0,1,0,Free,0,Monitor engagement,P4 - Monitor
2238,0.030421237,Healthy,37,1,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3067,0.030364934,Healthy,26,0,0,3,0,Free,0,Monitor engagement,P4 - Monitor
908,0.030361481,Healthy,33,5,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
2726,0.030338654,Healthy,25,2,499,1,0,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
1525,0.03011413,Healthy,32,4,499,3,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1083,0.03006123,Healthy,35,0,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
2881,0.030002343,Healthy,29,1,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
2182,0.029887524,Healthy,23,3,0,1,0,Free,0,Monitor engagement,P4 - Monitor
4300,0.029742246,Healthy,21,7,0,2,0,Free,0,Monitor engagement,P4 - Monitor
1302,0.029582174,Healthy,26,3,0,2,0,Free,0,Monitor engagement,P4 - Monitor
3904,0.029572403,Healthy,22,3,0,1,0,Free,0,Monitor engagement,P4 - Monitor
466,0.029535968,Healthy,34,6,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
3976,0.029396445,Healthy,32,5,299,2,1,Basic,0,Monitor engagement,P4 - Monitor
2131,0.029379975,Healthy,38,7,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
2690,0.029291034,Healthy,38,1,0,2,0,Free,0,Monitor engagement,P4 - Monitor
4051,0.029259797,Healthy,28,1,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
786,0.029200675,Healthy,40,4,0,6,1,Free,0,Monitor engagement,P4 - Monitor
1028,0.02918879,Healthy,26,1,0,1,0,Free,0,Monitor engagement,P4 - Monitor
4220,0.02918879,Healthy,26,1,0,1,0,Free,0,Monitor engagement,P4 - Monitor
1024,0.0291414,Healthy,34,0,299,4,0,Basic,0,Monitor engagement,P4 - Monitor
3938,0.029051175,Healthy,39,6,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
37,0.0290123,Healthy,23,2,299,7,0,Basic,0,Monitor engagement,P4 - Monitor
761,0.02866949,Healthy,28,1,299,6,0,Basic,0,Monitor engagement,P4 - Monitor
1055,0.028660897,Healthy,31,5,0,2,0,Free,0,Monitor engagement,P4 - Monitor
3786,0.028598724,Healthy,23,7,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
4385,0.028525282,Healthy,21,4,0,3,0,Free,0,Monitor engagement,P4 - Monitor
2916,0.028358603,Healthy,25,6,0,1,4,Free,0,Monitor engagement,P4 - Monitor
3611,0.028227217,Healthy,29,5,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1180,0.02819774,Healthy,34,5,0,6,0,Free,0,Monitor engagement,P4 - Monitor
3436,0.028092828,Healthy,30,7,0,2,0,Free,0,Monitor engagement,P4 - Monitor
636,0.027736513,Healthy,22,5,0,1,0,Free,0,Monitor engagement,P4 - Monitor
2191,0.027736513,Healthy,22,5,0,1,0,Free,0,Monitor engagement,P4 - Monitor
1497,0.02757381,Healthy,26,3,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
709,0.027281087,Healthy,40,4,0,3,1,Free,0,Monitor engagement,P4 - Monitor
585,0.026671551,Healthy,23,1,0,3,0,Free,0,Monitor engagement,P4 - Monitor
3298,0.026656194,Healthy,26,0,0,2,0,Free,1,Monitor engagement,P4 - Monitor
3421,0.026530962,Healthy,35,4,299,5,0,Basic,0,Monitor engagement,P4 - Monitor
4349,0.026489878,Healthy,39,5,299,4,0,Basic,0,Monitor engagement,P4 - Monitor
2347,0.026434954,Healthy,22,7,0,2,1,Free,0,Monitor engagement,P4 - Monitor
1411,0.026411511,Healthy,29,6,0,2,0,Free,0,Monitor engagement,P4 - Monitor
1818,0.026411511,Healthy,29,6,0,2,0,Free,0,Monitor engagement,P4 - Monitor
4400,0.026270928,Healthy,40,0,299,5,0,Basic,0,Monitor engagement,P4 - Monitor
4402,0.026162796,Healthy,37,2,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2110,0.02601613,Healthy,36,4,0,1,0,Free,0,Monitor engagement,P4 - Monitor
4133,0.025975006,Healthy,27,6,0,4,4,Free,0,Monitor engagement,P4 - Monitor
1420,0.025601588,Healthy,29,3,499,1,0,Premium,1,Loyalty / upsell opportunity,P4 - Monitor
3347,0.025486818,Healthy,23,6,0,2,0,Free,0,Monitor engagement,P4 - Monitor
1745,0.025486818,Healthy,23,6,0,2,0,Free,0,Monitor engagement,P4 - Monitor
3110,0.025429087,Healthy,29,1,0,1,0,Free,0,Monitor engagement,P4 - Monitor
3445,0.025362216,Healthy,38,3,299,1,1,Basic,0,Monitor engagement,P4 - Monitor
1432,0.02515528,Healthy,33,7,0,2,0,Free,0,Monitor engagement,P4 - Monitor
3972,0.02500922,Healthy,30,5,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3117,0.02499232,Healthy,35,7,0,4,0,Free,0,Monitor engagement,P4 - Monitor
3850,0.024710907,Healthy,35,6,299,4,1,Basic,0,Monitor engagement,P4 - Monitor
1185,0.024692396,Healthy,22,6,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
1062,0.024464741,Healthy,30,5,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
2132,0.02442955,Healthy,22,2,0,2,0,Free,0,Monitor engagement,P4 - Monitor
4632,0.024383867,Healthy,27,4,0,1,0,Free,0,Monitor engagement,P4 - Monitor
600,0.024383867,Healthy,27,4,0,1,0,Free,0,Monitor engagement,P4 - Monitor
2712,0.024382602,Healthy,38,6,0,3,0,Free,0,Monitor engagement,P4 - Monitor
3753,0.024290713,Healthy,29,0,299,4,0,Basic,0,Monitor engagement,P4 - Monitor
3318,0.024242805,Healthy,37,3,0,2,0,Free,0,Monitor engagement,P4 - Monitor
303,0.02416103,Healthy,30,4,299,2,0,Basic,1,Monitor engagement,P4 - Monitor
4962,0.024134763,Healthy,34,6,0,1,1,Free,0,Monitor engagement,P4 - Monitor
3751,0.023903329,Healthy,35,4,299,3,1,Basic,0,Monitor engagement,P4 - Monitor
751,0.023881154,Healthy,23,7,0,2,0,Free,0,Monitor engagement,P4 - Monitor
3397,0.023520734,Healthy,35,7,0,1,0,Free,0,Monitor engagement,P4 - Monitor
2270,0.023497416,Healthy,26,0,0,1,0,Free,0,Monitor engagement,P4 - Monitor
3990,0.023497416,Healthy,26,0,0,1,0,Free,0,Monitor engagement,P4 - Monitor
3560,0.023483027,Healthy,35,2,0,3,0,Free,0,Monitor engagement,P4 - Monitor
